id,energy_consumption,energy_effective,energy_waste
0,237388982.0,167584370.0,69804612.0
1,235767222.0,170271350.0,65495872.0
2,234140213.0,169750180.0,64390033.0
3,234165010.0,169670570.0,64494440.0
4,233762285.0,170567750.0,63194535.0
5,233097472.0,169556190.0,63541282.0
6,232221432.0,167401590.0,64819842.0
7,232803166.0,167468090.0,65335076.0
8,230778681.0,165954550.0,64824131.0
9,228909494.0,164825950.0,64083544.0
10,229464983.0,167124950.0,62340033.0
11,229172125.0,167044770.0,62127355.0
12,229061172.0,167001830.0,62059342.0
13,229005967.0,166939320.0,62066647.0
14,229090494.0,168372300.0,60718194.0
15,229033117.0,168319290.0,60713827.0
16,229460639.0,167045720.0,62414919.0
17,229456476.0,167576390.0,61880086.0
18,228956373.0,167003540.0,61952833.0
19,228007571.0,165569610.0,62437961.0
20,225048583.0,159455410.0,65593173.0
21,227265109.0,160519220.0,66745889.0
22,226642831.0,160095520.0,66547311.0
23,227233977.0,162078930.0,65155047.0
24,227926664.0,164719550.0,63207114.0
25,227405565.0,164709100.0,62696465.0
26,227398868.0,164265260.0,63133608.0
27,226961753.0,164061390.0,62900363.0
28,226960486.0,164831460.0,62129026.0
29,227398144.0,166205350.0,61192794.0
30,227754352.0,167363590.0,60390762.0
31,227754533.0,167317230.0,60437303.0
32,226756861.0,162152840.0,64604021.0
33,225701088.0,160510100.0,65190988.0
34,226719756.0,161109740.0,65610016.0
35,226161733.0,160459940.0,65701793.0
36,221695739.0,153121000.0,68574739.0
37,221260977.0,153021060.0,68239917.0
38,221721079.0,153496440.0,68224639.0
39,221695558.0,153636470.0,68059088.0
40,221733749.0,152230280.0,69503469.0
41,222000724.0,154701610.0,67299114.0
42,220818975.0,152843980.0,67974995.0
43,220808296.0,153266540.0,67541756.0
44,218313030.0,150760630.0,67552400.0
45,218731140.0,150199940.0,68531200.0
46,218994857.0,149518600.0,69476257.0
47,219570799.0,150030080.0,69540719.0
48,220285025.0,150224260.0,70060765.0
49,220138415.0,149627660.0,70510755.0
50,220342040.0,150388610.0,69953430.0
51,219423465.0,149187620.0,70235845.0
52,219423465.0,149222200.0,70201265.0
53,219300928.0,149231700.0,70069228.0
54,218305971.0,148695330.0,69610641.0
55,217557898.0,148305070.0,69252828.0
56,217832113.0,148158390.0,69673723.0
57,217797361.0,148329960.0,69467401.0
58,218286966.0,148819780.0,69467186.0
59,218760643.0,149818230.0,68942413.0
60,221649041.0,155577510.0,66071531.0
61,221649041.0,155552810.0,66096231.0
62,220848478.0,154641760.0,66206718.0
63,220848478.0,154673870.0,66174608.0
64,199954200.0,120467980.0,79486220.0
65,194475692.0,115136960.0,79338732.0
66,191159591.0,110121720.0,81037871.0
67,190335498.0,108340280.0,81995218.0
68,187441308.0,99351760.0,88089548.0
69,185696649.0,99441820.0,86254829.0
70,188956459.0,103719670.0,85236789.0
71,188253636.0,102693670.0,85559966.0
72,188958088.0,102649020.0,86309068.0
73,192644153.0,107296230.0,85347923.0
74,192129027.0,107367860.0,84761167.0
75,192489760.0,107589400.0,84900360.0
76,187915347.0,104240650.0,83674697.0
77,186020458.0,100864920.0,85155538.0
78,184857533.0,99322500.0,85535033.0
79,183435054.0,97985660.0,85449394.0
80,184336977.0,99150170.0,85186807.0
81,179397306.0,96018780.0,83378526.0
82,178894307.0,94586750.0,84307557.0
83,175207156.0,91232870.0,83974286.0
84,174164053.0,91713950.0,82450103.0
85,174131111.0,92460840.0,81670271.0
86,174279893.0,92660530.0,81619363.0
87,176527370.0,94109850.0,82417520.0
88,177763419.0,98881130.0,78882289.0
89,180870646.0,101177470.0,79693176.0
90,180110989.0,101181270.0,78929719.0
91,179918224.0,100687270.0,79230954.0
92,179567446.0,99512310.0,80055136.0
93,178969241.0,100189850.0,78779391.0
94,177184762.0,97150230.0,80034532.0
95,177049012.0,96625260.0,80423752.0
96,177316892.0,98478710.0,78838182.0
97,174782530.0,93655750.0,81126780.0
98,175105072.0,94374710.0,80730362.0
99,175410962.0,94072610.0,81338352.0
100,171783360.0,87701910.0,84081450.0
101,167183788.0,85244640.0,81939148.0
102,164937216.0,81036330.0,83900886.0
103,163037802.0,80762730.0,82275072.0
104,159663057.0,75999430.0,83663627.0
105,160047320.0,78250550.0,81796770.0
106,156760179.0,75595300.0,81164879.0
107,155988395.0,76182020.0,79806375.0
108,151972729.0,68202400.0,83770329.0
109,151293979.0,67583000.0,83710979.0
110,151624847.0,68355540.0,83269307.0
111,148688846.0,65429160.0,83259686.0
112,145524423.0,58929640.0,86594783.0
113,142996034.0,56897590.0,86098444.0
114,141533373.0,55518000.0,86015373.0
115,142215562.0,55171250.0,87044312.0
116,136954254.0,51101450.0,85852804.0
117,136067173.0,51477460.0,84589713.0
118,137560604.0,56593400.0,80967204.0
119,138378362.0,52348990.0,86029372.0
120,134230747.0,51491330.0,82739417.0
121,130339609.0,50197050.0,80142559.0
122,128257204.0,46680340.0,81576864.0
123,127681805.0,44248910.0,83432895.0
124,128360736.0,46188810.0,82171926.0
125,123756096.0,43485680.0,80270416.0
126,122712088.0,44563930.0,78148158.0
127,117712325.0,41404040.0,76308285.0
