id,energy_consumption,energy_effective,energy_waste
0,242084139.0,164108890.0,77975249.0
1,239558284.0,169925740.0,69632544.0
2,239107051.0,172090030.0,67017021.0
3,237366555.0,172039870.0,65326685.0
4,238047477.0,174190670.0,63856807.0
5,238047477.0,174379150.0,63668327.0
6,237672626.0,171417620.0,66255006.0
7,237379587.0,171263720.0,66115867.0
8,235293019.0,169780960.0,65512059.0
9,235293019.0,171118750.0,64174269.0
10,232584354.0,168701000.0,63883354.0
11,232584354.0,168715820.0,63868534.0
12,235094643.0,173265180.0,61829463.0
13,235094643.0,172971820.0,62122823.0
14,234627663.0,171094620.0,63533043.0
15,234627663.0,171048450.0,63579213.0
16,234615717.0,170789290.0,63826427.0
17,234611554.0,168911520.0,65700034.0
18,234611554.0,168738050.0,65873504.0
19,234610106.0,170191740.0,64418366.0
20,234612097.0,170263560.0,64348537.0
21,234601056.0,170292630.0,64308426.0
22,234595807.0,170207130.0,64388677.0
23,234595807.0,170205800.0,64390007.0
24,234747485.0,169706100.0,65041385.0
25,234747485.0,169390890.0,65356595.0
26,234740788.0,169360680.0,65380108.0
27,234740788.0,168598400.0,66142388.0
28,234740788.0,168533420.0,66207368.0
29,234740788.0,168364890.0,66375898.0
30,234984052.0,170861110.0,64122942.0
31,234516710.0,168516130.0,66000580.0
32,231814380.0,166265010.0,65549370.0
33,230868474.0,164009330.0,66859144.0
34,231431384.0,162925380.0,68506004.0
35,231384686.0,160768120.0,70616566.0
36,229033858.0,155169390.0,73864468.0
37,229253773.0,157368830.0,71884943.0
38,229253773.0,156264740.0,72989033.0
39,228410132.0,153663830.0,74746302.0
40,227155259.0,150951770.0,76203489.0
41,227547667.0,151035940.0,76511727.0
42,227362504.0,151902150.0,75460354.0
43,227051727.0,151479970.0,75571757.0
44,227175712.0,151457170.0,75718542.0
45,227102950.0,151543810.0,75559140.0
46,227102950.0,151342410.0,75760540.0
47,226402661.0,151220620.0,75182041.0
48,226287545.0,149447160.0,76840385.0
49,225931337.0,148180050.0,77751287.0
50,226458590.0,149704990.0,76753600.0
51,225752690.0,149447160.0,76305530.0
52,225752690.0,149471100.0,76281590.0
53,225752690.0,149451340.0,76301350.0
54,226835070.0,150461380.0,76373690.0
55,226786381.0,150847650.0,75938731.0
56,226774978.0,149455710.0,77319268.0
57,225664181.0,149412580.0,76251601.0
58,224995205.0,148708060.0,76287145.0
59,222825739.0,146289170.0,76536569.0
60,222825739.0,145786620.0,77039119.0
61,222868998.0,145815310.0,77053688.0
62,222145179.0,144404560.0,77740619.0
63,224309396.0,146164150.0,78145246.0
64,209060508.0,114804650.0,94255858.0
65,203009497.0,114293930.0,88715567.0
66,202599894.0,112080050.0,90519844.0
67,201471721.0,111444120.0,90027601.0
68,200814329.0,105224280.0,95590049.0
69,199206687.0,103335680.0,95871007.0
70,197896428.0,106828830.0,91067598.0
71,197864391.0,107023010.0,90841381.0
72,197515785.0,104353510.0,93162275.0
73,197941497.0,104429130.0,93512367.0
74,195682255.0,103072340.0,92609915.0
75,194573449.0,104039440.0,90534009.0
76,192221897.0,101307620.0,90914277.0
77,191306399.0,98639640.0,92666759.0
78,190879058.0,96080910.0,94798148.0
79,190553258.0,95890720.0,94662538.0
80,189984375.0,97205710.0,92778665.0
81,189999217.0,97021980.0,92977237.0
82,186684745.0,93799010.0,92885735.0
83,185652140.0,93681780.0,91970360.0
84,186918416.0,93608250.0,93310166.0
85,186421933.0,93276320.0,93145613.0
86,186946471.0,93669810.0,93276661.0
87,186853075.0,94883340.0,91969735.0
88,186177040.0,96799490.0,89377550.0
89,183552902.0,93119380.0,90433522.0
90,184003049.0,93929160.0,90073889.0
91,183289728.0,92681050.0,90608678.0
92,178086883.0,86320800.0,91766083.0
93,179271347.0,88453550.0,90817797.0
94,180292549.0,88213200.0,92079349.0
95,182475952.0,90460710.0,92015242.0
96,186948643.0,91480250.0,95468393.0
97,187491281.0,92259250.0,95232031.0
98,183590369.0,89323560.0,94266809.0
99,183547834.0,89205950.0,94341884.0
100,183547110.0,86133080.0,97414030.0
101,177762712.0,81479030.0,96283682.0
102,175320841.0,79117520.0,96203321.0
103,175407902.0,80157580.0,95250322.0
104,176581506.0,82354550.0,94226956.0
105,174853680.0,81057990.0,93795690.0
106,174192125.0,80661650.0,93530475.0
107,172688920.0,79069070.0,93619850.0
108,162755097.0,62722040.0,100033057.0
109,158549924.0,62351730.0,96198194.0
110,153247529.0,57718200.0,95529329.0
111,154429459.0,58072550.0,96356909.0
112,154588558.0,55098480.0,99490078.0
113,153639394.0,55892490.0,97746904.0
114,149414492.0,52359630.0,97054862.0
115,145446248.0,48916070.0,96530178.0
116,150581399.0,55010700.0,95570699.0
117,149171590.0,51772910.0,97398680.0
118,153682653.0,53973870.0,99708783.0
119,152744168.0,54461790.0,98282378.0
120,146858591.0,48967560.0,97891031.0
121,147647389.0,50227640.0,97419749.0
122,145452945.0,48737090.0,96715855.0
123,145565889.0,50015790.0,95550099.0
124,141114918.0,46891050.0,94223868.0
125,133411558.0,42929740.0,90481818.0
126,128287991.0,41524310.0,86763681.0
127,122042586.0,40983950.0,81058636.0
