id,energy_consumption,energy_effective,energy_waste
0,241154161.0,169906930.0,71247231.0
1,238945418.0,172301310.0,66644108.0
2,238279519.0,171230090.0,67049429.0
3,237281847.0,171606100.0,65675747.0
4,236266075.0,172099150.0,64166925.0
5,233551618.0,169999080.0,63552538.0
6,232233214.0,168935460.0,63297754.0
7,235273471.0,172140000.0,63133471.0
8,234663320.0,171573420.0,63089900.0
9,234652279.0,172546030.0,62106249.0
10,234535353.0,172305680.0,62229673.0
11,234242676.0,172190540.0,62052136.0
12,234040137.0,172235190.0,61804947.0
13,233926650.0,171545680.0,62380970.0
14,233451706.0,170615060.0,62836646.0
15,233394329.0,170555780.0,62838549.0
16,233702934.0,171173660.0,62529274.0
17,233344554.0,169350800.0,63993754.0
18,233344554.0,168933370.0,64411184.0
19,233340391.0,168868200.0,64472191.0
20,233340391.0,169480000.0,63860391.0
21,233329350.0,169359920.0,63969430.0
22,233323015.0,168348170.0,64974845.0
23,232943277.0,168789540.0,64153737.0
24,232935313.0,168749070.0,64186243.0
25,232935313.0,168729690.0,64205623.0
26,233279756.0,170395420.0,62884336.0
27,233279756.0,170371860.0,62907896.0
28,233279756.0,170317330.0,62962426.0
29,233279756.0,170290730.0,62989026.0
30,233180930.0,169684250.0,63496680.0
31,233180930.0,169968300.0,63212630.0
32,229381559.0,162529040.0,66852519.0
33,228601811.0,159936300.0,68665511.0
34,228194018.0,158440050.0,69753968.0
35,228146777.0,158916380.0,69230397.0
36,227053899.0,154846390.0,72207509.0
37,226208448.0,154632070.0,71576378.0
38,225603727.0,152190570.0,73413157.0
39,225065795.0,151771810.0,73293985.0
40,225382545.0,148700080.0,76682465.0
41,224845156.0,148508370.0,76336786.0
42,225199554.0,148824720.0,76374834.0
43,225199554.0,149597260.0,75602294.0
44,225187065.0,151313910.0,73873155.0
45,225187065.0,151297570.0,73889495.0
46,225347431.0,150932770.0,74414661.0
47,224801173.0,149864210.0,74936963.0
48,224656916.0,150757020.0,73899896.0
49,225137290.0,152300390.0,72836900.0
50,224961177.0,152465500.0,72495677.0
51,224961177.0,152403180.0,72557997.0
52,223627026.0,150762530.0,72864496.0
53,223492000.0,151000600.0,72491400.0
54,223978890.0,151527280.0,72451610.0
55,223859249.0,151345640.0,72513609.0
56,224438268.0,150092970.0,74345298.0
57,223905585.0,149396620.0,74508965.0
58,223901422.0,150405900.0,73495522.0
59,223901422.0,150584310.0,73317112.0
60,223901422.0,148606410.0,75295012.0
61,223901422.0,148576010.0,75325412.0
62,223493629.0,146413240.0,77080389.0
63,223493629.0,145965410.0,77528219.0
64,202404233.0,111669650.0,90734583.0
65,197627100.0,108321280.0,89305820.0
66,196408427.0,108035520.0,88372907.0
67,195671033.0,108116080.0,87554953.0
68,193297218.0,99320220.0,93976998.0
69,190268002.0,100021890.0,90246112.0
70,188754118.0,100604240.0,88149878.0
71,189073764.0,100202390.0,88871374.0
72,188577281.0,99880150.0,88697131.0
73,191992027.0,104256040.0,87735987.0
74,191987502.0,104226400.0,87761102.0
75,191976823.0,104530590.0,87446233.0
76,188297455.0,102102960.0,86194495.0
77,188254558.0,102400690.0,85853868.0
78,187282588.0,99836830.0,87445758.0
79,186173963.0,99184180.0,86989783.0
80,186015045.0,98485360.0,87529685.0
81,186021380.0,98276930.0,87744450.0
82,184056625.0,95944490.0,88112135.0
83,182770439.0,95361380.0,87409059.0
84,182237937.0,96192820.0,86045117.0
85,181565703.0,94646030.0,86919673.0
86,182878134.0,93947020.0,88931114.0
87,183287556.0,93540800.0,89746756.0
88,181946889.0,90748370.0,91198519.0
89,180210375.0,90614040.0,89596335.0
90,181009309.0,91012280.0,89997029.0
91,180960439.0,90849070.0,90111369.0
92,179705747.0,88874020.0,90831727.0
93,178893057.0,87743900.0,91149157.0
94,177535557.0,86610360.0,90925197.0
95,176175342.0,86699850.0,89475492.0
96,184492835.0,95708320.0,88784515.0
97,181568599.0,92492000.0,89076599.0
98,181420360.0,93953480.0,87466880.0
99,180262684.0,93637510.0,86625174.0
100,172592990.0,79303910.0,93289080.0
101,170279810.0,77127840.0,93151970.0
102,169141682.0,77853450.0,91288232.0
103,169497166.0,78916880.0,90580286.0
104,172270448.0,82857290.0,89413158.0
105,171296125.0,83030570.0,88265555.0
106,168042650.0,80678370.0,87364280.0
107,167586711.0,80657280.0,86929431.0
108,160922653.0,66615140.0,94307513.0
109,157516957.0,67322510.0,90194447.0
110,157780855.0,67048910.0,90731945.0
111,155446317.0,63980790.0,91465527.0
112,156710964.0,62214170.0,94496794.0
113,154057142.0,59612880.0,94444262.0
114,154514710.0,58608540.0,95906170.0
115,153103453.0,58104090.0,94999363.0
116,151433185.0,57424460.0,94008725.0
117,145235745.0,51437750.0,93797995.0
118,145968252.0,52398200.0,93570052.0
119,144299975.0,52076910.0,92223065.0
120,139081021.0,47859290.0,91221731.0
121,138286974.0,46034720.0,92252254.0
122,137198802.0,44689900.0,92508902.0
123,135609622.0,44315600.0,91294022.0
124,134279272.0,45136970.0,89142302.0
125,134929605.0,45647120.0,89282485.0
126,124867091.0,40414520.0,84452571.0
127,122814370.0,40803260.0,82011110.0
