id,energy_consumption,energy_effective,energy_waste
0,215878416.0,149029160.0,66849256.0
1,218896410.0,154532510.0,64363900.0
2,219833085.0,157811340.0,62021745.0
3,218675047.0,157576310.0,61098737.0
4,220528849.0,157184150.0,63344699.0
5,219386196.0,157377190.0,62009006.0
6,220338618.0,160191660.0,60146958.0
7,220342057.0,160122120.0,60219937.0
8,219808650.0,158362720.0,61445930.0
9,220101870.0,162647030.0,57454840.0
10,219542218.0,162239100.0,57303118.0
11,215905023.0,159541100.0,56363923.0
12,216902876.0,161188970.0,55713906.0
13,216802421.0,160417000.0,56385421.0
14,218622557.0,161536290.0,57086267.0
15,216004935.0,158502180.0,57502755.0
16,215942128.0,157096750.0,58845378.0
17,215954074.0,157119550.0,58834524.0
18,215467727.0,158204450.0,57263277.0
19,214650693.0,158031550.0,56619143.0
20,213955472.0,157411770.0,56543702.0
21,213583698.0,157521210.0,56062488.0
22,213590576.0,158194950.0,55395626.0
23,214577931.0,158138520.0,56439411.0
24,214386071.0,159552120.0,54833951.0
25,213318352.0,158939370.0,54378982.0
26,213663700.0,158861090.0,54802610.0
27,213495732.0,159277000.0,54218732.0
28,213221517.0,159533120.0,53688397.0
29,213175000.0,159895640.0,53279360.0
30,213097532.0,160352020.0,52745512.0
31,213084500.0,160358860.0,52725640.0
32,210698196.0,157052670.0,53645526.0
33,209920258.0,154258910.0,55661348.0
34,209352099.0,153605500.0,55746599.0
35,208675159.0,152099560.0,56575599.0
36,203850604.0,145375840.0,58474764.0
37,206077447.0,147848880.0,58228567.0
38,205670378.0,145665210.0,60005168.0
39,205285572.0,146388730.0,58896842.0
40,205754543.0,144269090.0,61485453.0
41,205315799.0,143067720.0,62248079.0
42,204027441.0,141817330.0,62210111.0
43,205373538.0,143341130.0,62032408.0
44,205713999.0,146121210.0,59592789.0
45,204887010.0,142809510.0,62077500.0
46,205695175.0,145588830.0,60106345.0
47,205482862.0,146294870.0,59187992.0
48,203454033.0,142320830.0,61133203.0
49,203065969.0,143297050.0,59768919.0
50,202518625.0,144255790.0,58262835.0
51,202238799.0,142681070.0,59557729.0
52,200970532.0,140537680.0,60432852.0
53,200607989.0,139139850.0,61468139.0
54,202567133.0,142074210.0,60492923.0
55,201762769.0,140210880.0,61551889.0
56,201842771.0,139357780.0,62484991.0
57,202231016.0,143255060.0,58975956.0
58,204356499.0,146159400.0,58197099.0
59,204654787.0,147243730.0,57411057.0
60,202948862.0,145891310.0,57057552.0
61,201727474.0,143377420.0,58350054.0
62,200211418.0,141905490.0,58305928.0
63,197196139.0,137531500.0,59664639.0
64,187751197.0,116533650.0,71217547.0
65,182919764.0,109405230.0,73514534.0
66,180949760.0,109186920.0,71762840.0
67,180524953.0,108818130.0,71706823.0
68,178304988.0,107251200.0,71053788.0
69,179490900.0,107348100.0,72142800.0
70,183407016.0,115602080.0,67804936.0
71,183414799.0,114708700.0,68706099.0
72,181324430.0,111681430.0,69643000.0
73,174373125.0,101156380.0,73216745.0
74,176327020.0,102232730.0,74094290.0
75,180909035.0,109496430.0,71412605.0
76,178570334.0,106738390.0,71831944.0
77,177169032.0,105685600.0,71483432.0
78,178900297.0,107798970.0,71101327.0
79,179036771.0,107042770.0,71994001.0
80,179689276.0,102367440.0,77321836.0
81,176196157.0,101604210.0,74591947.0
82,174759379.0,101305530.0,73453849.0
83,175433242.0,100716340.0,74716902.0
84,172998430.0,99670390.0,73328040.0
85,170957474.0,98618170.0,72339304.0
86,170308951.0,97888000.0,72420951.0
87,171752426.0,98914190.0,72838236.0
88,171370697.0,101054920.0,70315777.0
89,170241800.0,100441410.0,69800390.0
90,170444520.0,98711270.0,71733250.0
91,169519972.0,97372720.0,72147252.0
92,175185272.0,107538100.0,67647172.0
93,173253097.0,104800770.0,68452327.0
94,173375815.0,105988840.0,67386975.0
95,172449276.0,104644400.0,67804876.0
96,174891509.0,106780380.0,68111129.0
97,175104003.0,108284230.0,66819773.0
98,173981441.0,107204270.0,66777171.0
99,175829813.0,108145910.0,67683903.0
100,170370129.0,100473710.0,69896419.0
101,168753799.0,98077620.0,70676179.0
102,167979843.0,94651160.0,73328683.0
103,164783564.0,92312640.0,72470924.0
104,162286307.0,91068330.0,71217977.0
105,163623897.0,91753470.0,71870427.0
106,155992756.0,80831130.0,75161626.0
107,154370996.0,78333200.0,76037796.0
108,147491729.0,70221720.0,77270009.0
109,150639862.0,75162480.0,75477382.0
110,155367763.0,80195200.0,75172563.0
111,153848992.0,79342100.0,74506892.0
112,149440737.0,73882070.0,75558667.0
113,150456509.0,74451690.0,76004819.0
114,145712861.0,67982000.0,77730861.0
115,144639350.0,67785350.0,76854000.0
116,148634020.0,72556440.0,76077580.0
117,144191918.0,66440340.0,77751578.0
118,148193104.0,71291610.0,76901494.0
119,142160917.0,64337610.0,77823307.0
120,140122857.0,61183230.0,78939627.0
121,138535125.0,63819860.0,74715265.0
122,138768072.0,62162490.0,76605582.0
123,137273555.0,63550820.0,73722735.0
124,135818315.0,59843540.0,75974775.0
125,136199682.0,60849970.0,75349712.0
126,136789561.0,66397210.0,70392351.0
127,125284839.0,55634090.0,69650749.0
