id,energy_consumption,energy_effective,energy_waste
0,213261316.0,149852050.0,63409266.0
1,215735043.0,154444920.0,61290123.0
2,216573073.0,157131520.0,59441553.0
3,215181364.0,155843130.0,59338234.0
4,214624608.0,154727260.0,59897348.0
5,215801470.0,157214360.0,58587110.0
6,215096113.0,156914350.0,58181763.0
7,215086339.0,156939810.0,58146529.0
8,214691216.0,158558800.0,56132416.0
9,212627816.0,156906750.0,55721066.0
10,212480482.0,154585140.0,57895342.0
11,212378217.0,155620260.0,56757957.0
12,214835473.0,157850290.0,56985183.0
13,214831853.0,157668840.0,57163013.0
14,213984592.0,157387450.0,56597142.0
15,213408831.0,155003520.0,58405311.0
16,212355592.0,153243740.0,59111852.0
17,212337130.0,152476900.0,59860230.0
18,208645997.0,145675660.0,62970337.0
19,209549730.0,147496810.0,62052920.0
20,209064469.0,150291520.0,58772949.0
21,207045414.0,144518560.0,62526854.0
22,208524184.0,151763640.0,56760544.0
23,207351666.0,151661230.0,55690436.0
24,206700790.0,149405930.0,57294860.0
25,207532485.0,150827510.0,56704975.0
26,206023850.0,149387690.0,56636160.0
27,205685018.0,147866740.0,57818278.0
28,207020074.0,149383700.0,57636374.0
29,207760545.0,149212320.0,58548225.0
30,208592964.0,151192500.0,57400464.0
31,206946950.0,149399470.0,57547480.0
32,201505547.0,138593030.0,62912517.0
33,204750877.0,142482330.0,62268547.0
34,208918221.0,152068970.0,56849251.0
35,205624745.0,148853410.0,56771335.0
36,204517206.0,145329670.0,59187536.0
37,205092243.0,148225460.0,56866783.0
38,205301298.0,149053100.0,56248198.0
39,205449899.0,149197690.0,56252209.0
40,206326120.0,149408400.0,56917720.0
41,206345487.0,149428730.0,56916757.0
42,206545854.0,149149240.0,57396614.0
43,205537865.0,149226000.0,56311865.0
44,205264193.0,147390790.0,57873403.0
45,204240457.0,147280970.0,56959487.0
46,203985428.0,147026560.0,56958868.0
47,204292947.0,147349370.0,56943577.0
48,203778183.0,145782060.0,57996123.0
49,204332043.0,145722210.0,58609833.0
50,204506527.0,145980610.0,58525917.0
51,203117171.0,144944350.0,58172821.0
52,204070679.0,147127070.0,56943609.0
53,205606464.0,149421510.0,56184954.0
54,205920499.0,150472020.0,55448479.0
55,206243765.0,150058200.0,56185565.0
56,204599923.0,150107980.0,54491943.0
57,204872147.0,148862340.0,56009807.0
58,203895833.0,148337560.0,55558273.0
59,203324597.0,147654890.0,55669707.0
60,201913883.0,146303990.0,55609893.0
61,201909358.0,146340470.0,55568888.0
62,202755352.0,147235940.0,55519412.0
63,203700534.0,148174920.0,55525614.0
64,190502014.0,127852710.0,62649304.0
65,183969181.0,123140710.0,60828471.0
66,185808865.0,126957620.0,58851245.0
67,182929336.0,122384890.0,60544446.0
68,185588226.0,126689150.0,58899076.0
69,187093965.0,126159240.0,60934725.0
70,182586160.0,120837910.0,61748250.0
71,184891376.0,120902700.0,63988676.0
72,182161353.0,118991490.0,63169863.0
73,182381992.0,118740880.0,63641112.0
74,181224135.0,116071760.0,65152375.0
75,181882613.0,117892910.0,63989703.0
76,181854377.0,119544200.0,62310177.0
77,180229540.0,117975370.0,62254170.0
78,180038404.0,116724980.0,63313424.0
79,179968176.0,116585710.0,63382466.0
80,180604210.0,119384790.0,61219420.0
81,180265197.0,118629160.0,61636037.0
82,177816991.0,116555310.0,61261681.0
83,176401209.0,114935370.0,61465839.0
84,177971565.0,115636660.0,62334905.0
85,177776809.0,116495840.0,61280969.0
86,177459516.0,117157420.0,60302096.0
87,177405578.0,117100800.0,60304778.0
88,179602194.0,119974170.0,59628024.0
89,176995613.0,117108400.0,59887213.0
90,178983536.0,118691100.0,60292436.0
91,176376955.0,116366640.0,60010315.0
92,175367880.0,115782960.0,59584920.0
93,179913333.0,121716660.0,58196673.0
94,179076389.0,120293940.0,58782449.0
95,177393632.0,119165150.0,58228482.0
96,160973131.0,92783270.0,68189861.0
97,162631091.0,95188290.0,67442801.0
98,160571492.0,93038250.0,67533242.0
99,162416606.0,96146840.0,66269766.0
100,157306614.0,88887320.0,68419294.0
101,154293326.0,85015880.0,69277446.0
102,153904538.0,84149100.0,69755438.0
103,152508485.0,83686450.0,68822035.0
104,155510370.0,90046700.0,65463670.0
105,148253175.0,81900640.0,66352535.0
106,147804114.0,80541000.0,67263114.0
107,142709688.0,74771080.0,67938608.0
108,136861578.0,68118800.0,68742778.0
109,133708196.0,63683630.0,70024566.0
110,136710443.0,65793390.0,70917053.0
111,139439018.0,70487910.0,68951108.0
112,137435167.0,62555220.0,74879947.0
113,129821764.0,54962250.0,74859514.0
114,129451800.0,54997210.0,74454590.0
115,127706960.0,54011490.0,73695470.0
116,129868824.0,54959780.0,74909044.0
117,131391215.0,55664300.0,75726915.0
118,130427390.0,53787480.0,76639910.0
119,130183764.0,53689440.0,76494324.0
120,129275506.0,56506950.0,72768556.0
121,125253686.0,51045970.0,74207716.0
122,124630684.0,50624360.0,74006324.0
123,126018954.0,54299530.0,71719424.0
124,121575223.0,49616220.0,71959003.0
125,121234762.0,50254240.0,70980522.0
126,121137022.0,51455420.0,69681602.0
127,103318658.0,38757910.0,64560748.0
